11481,100,109.01,ERR_APPS_SENSOR_OOR
11531,100,109.01,ERR_APPS_SENSOR_OOR
11581,100,109.01,ERR_APPS_SENSOR_OOR
11631,100,109.01,ERR_APPS_SENSOR_OOR
11681,100,109.01,ERR_APPS_SENSOR_OOR
11731,100,109.01,ERR_APPS_SENSOR_OOR
11781,100,109.01,ERR_APPS_SENSOR_OOR
11831,100,109.01,ERR_APPS_SENSOR_OOR
11881,100,109.01,ERR_OVERTEMP_CRITICAL
11931,100,109.01,ERR_OVERTEMP_CRITICAL
11981,97.97,109.01,ERR_OVERTEMP_CRITICAL
12031,95.7,109.01,ERR_OVERTEMP_CRITICAL
12081,93.82,109.01,ERR_OVERTEMP_CRITICAL
12131,92.27,109.01,ERR_OVERTEMP_CRITICAL
12181,90.55,109.01,ERR_OVERTEMP_CRITICAL
12231,88.64,109.01,ERR_OVERTEMP_CRITICAL
12281,86.73,109.01,ERR_OVERTEMP_CRITICAL
12331,84.36,109.01,ERR_OVERTEMP_CRITICAL
12381,81.47,109.01,ERR_OVERTEMP_CRITICAL
12431,78.32,109.01,ERR_OVERTEMP_CRITICAL
12481,74.71,109.01,ERR_OVERTEMP_CRITICAL
12531,70.81,109.01,ERR_OVERTEMP_CRITICAL
12581,67.11,109.01,ERR_OVERTEMP_CRITICAL
12631,63.57,109.01,ERR_OVERTEMP_CRITICAL
12681,59.93,109.01,ERR_OVERTEMP_CRITICAL
12731,56.59,109.01,ERR_OVERTEMP_CRITICAL
12781,53.6,109.01,ERR_OVERTEMP_CRITICAL
12831,50.52,109.01,ERR_OVERTEMP_CRITICAL
12881,47.63,109.01,ERR_OVERTEMP_CRITICAL
12931,44.93,109.01,ERR_OVERTEMP_CRITICAL
12981,42.31,109.01,ERR_OVERTEMP_CRITICAL
13031,39.61,109.01,ERR_OVERTEMP_CRITICAL
13081,37.25,109.01,ERR_OVERTEMP_CRITICAL
13131,34.88,109.01,ERR_OVERTEMP_CRITICAL
13181,33.23,109.01,ERR_OVERTEMP_CRITICAL
13231,31.97,109.01,ERR_OVERTEMP_CRITICAL
13281,31.06,109.01,ERR_OVERTEMP_CRITICAL
13331,30.44,109.01,ERR_OVERTEMP_CRITICAL
13381,30.27,109.01,ERR_OVERTEMP_CRITICAL
13431,30.11,109.01,ERR_OVERTEMP_CRITICAL
13481,30.11,109.01,ERR_OVERTEMP_CRITICAL
13531,30.11,109.01,ERR_OVERTEMP_CRITICAL
13581,30.11,109.01,ERR_OVERTEMP_CRITICAL
13631,30.11,109.01,ERR_OVERTEMP_CRITICAL
13681,30.11,109.01,ERR_OVERTEMP_CRITICAL
13731,30.11,109.01,ERR_OVERTEMP_CRITICAL
13781,30.11,109.01,ERR_OVERTEMP_CRITICAL
13831,30.11,109.01,ERR_OVERTEMP_CRITICAL
13881,30.11,109.01,ERR_OVERTEMP_CRITICAL
13931,30.11,109.01,ERR_OVERTEMP_CRITICAL
13981,30.11,109.01,ERR_OVERTEMP_CRITICAL
14031,30.11,109.01,ERR_OVERTEMP_CRITICAL
14081,30.11,109.01,ERR_OVERTEMP_CRITICAL
14131,30.11,109.01,ERR_OVERTEMP_CRITICAL
14181,30.11,109.01,ERR_OVERTEMP_CRITICAL
14231,30.11,109.01,ERR_OVERTEMP_CRITICAL
14281,30.11,109.01,ERR_OVERTEMP_CRITICAL
14331,30.11,109.01,ERR_OVERTEMP_CRITICAL
14381,30.11,109.01,ERR_OVERTEMP_CRITICAL
14431,30.11,109.01,ERR_OVERTEMP_CRITICAL
14481,30.11,109.01,ERR_OVERTEMP_CRITICAL
14531,30.11,109.01,ERR_OVERTEMP_CRITICAL
14581,30.11,109.01,ERR_OVERTEMP_CRITICAL
14631,30.11,109.01,ERR_OVERTEMP_CRITICAL
14681,30.11,109.01,ERR_OVERTEMP_CRITICAL
14731,30.11,109.01,ERR_OVERTEMP_CRITICAL
14781,30.11,109.01,ERR_OVERTEMP_CRITICAL
14831,30.11,109.01,ERR_OVERTEMP_CRITICAL
14881,30.11,109.01,ERR_OVERTEMP_CRITICAL
14931,30.11,109.01,ERR_OVERTEMP_CRITICAL
14981,30.11,109.01,ERR_OVERTEMP_CRITICAL
15031,30.11,109.01,ERR_OVERTEMP_CRITICAL
15081,30.11,109.01,ERR_OVERTEMP_CRITICAL
15131,30.11,109.01,ERR_OVERTEMP_CRITICAL
15181,30.11,109.01,ERR_OVERTEMP_CRITICAL
15231,30.11,109.01,ERR_OVERTEMP_CRITICAL
15281,30.11,109.01,ERR_OVERTEMP_CRITICAL
15331,30.11,109.01,ERR_OVERTEMP_CRITICAL
15381,30.11,109.01,ERR_OVERTEMP_CRITICAL
15431,30.11,109.01,ERR_OVERTEMP_CRITICAL
15481,30.11,109.01,ERR_OVERTEMP_CRITICAL
15531,30.11,109.01,ERR_OVERTEMP_CRITICAL
15581,30.11,109.01,ERR_OVERTEMP_CRITICAL
15631,30.11,109.01,ERR_OVERTEMP_CRITICAL
15681,30.11,109.01,ERR_OVERTEMP_CRITICAL
15731,30.11,109.01,ERR_OVERTEMP_CRITICAL
15781,30.11,109.01,ERR_OVERTEMP_CRITICAL
15831,30.11,109.01,ERR_OVERTEMP_CRITICAL
15881,30.11,109.01,ERR_OVERTEMP_CRITICAL
15931,30.11,108.61,ERR_OVERTEMP_CRITICAL
15981,30.11,107.53,ERR_OVERTEMP_CRITICAL
16031,30.11,106.13,ERR_OVERTEMP_CRITICAL
16081,30.11,104.32,ERR_OVERTEMP_CRITICAL
16131,30.11,101.98,ERR_OVERTEMP_CRITICAL
16181,30.11,99.25,ERR_OVERTEMP_CRITICAL
16231,30.11,96.32,ERR_OVERTEMP_CRITICAL
16281,30.11,92.85,ERR_OVERTEMP_CRITICAL
16331,30.11,89.34,OK
16381,30.11,85.94,OK
16431,30.11,82.86,OK
16481,30.11,79.94,OK
16531,30.11,77.33,OK
16581,30.11,74.85,OK
16631,30.11,72.38,OK
16681,30.11,69.92,OK
16731,30.11,68.06,OK
16781,30.11,66.6,OK
16831,30.11,65.21,OK
16881,30.11,64.07,OK
16931,30.11,63.33,OK
16981,30.11,62.45,OK
17031,30.11,61.52,OK
17081,30.11,60.65,OK
17131,30.11,59.93,OK
